stop_id,stop_name,stop_lat,stop_lon,location_type
10000876,Lindir,64.098921000000004,-21.871548000000001,0
10000880,Salavegur,64.089365999999998,-21.845248000000002,0
10000882,Lindarvegur,64.100825,-21.871459000000002,0
10000883,Kaldalind,64.102108999999999,-21.864024000000001,0
10000884,Idalind,64.099474000000001,-21.862352999999999,0
10000885,Hvammsvegur,64.096328,-21.858788000000001,0
10000887,Fensalir,64.093776000000005,-21.853171,0
10000889,Korsalir,64.092119999999994,-21.846356,0
10000892,Graenatunga,64.108301999999995,-21.895524000000002,0
10000893,Hlidargardur,64.107808000000006,-21.901346,0
10000894,Hrauntunga,64.108751999999996,-21.890087999999999,0
10000895,Brekkuhjalli,64.107586999999995,-21.879615999999999,0
10000900,Hlidasmari,64.097631,-21.891484,0
10000901,Dalsmari,64.100015,-21.889215,0
10000903,Dalsmari,64.099989,-21.889837,0
10000904,Hlidasmari,64.097616000000002,-21.891752,0
10000906,Huldubraut,64.114277000000001,-21.914967000000001,0
10000907,Hvammsvegur,64.096463,-21.858741999999999,0
10000908,Idalind,64.098855,-21.862279999999998,0
10000909,Kaldalind,64.102216999999996,-21.863889,0
10000910,Lindarvegur,64.100793999999993,-21.871763000000001,0
10000911,Rjupnasalir,64.090012000000002,-21.843933,0
10000917,Digranes,64.110944000000003,-21.873839,0
10000918,Hjallakirkja,64.109514000000004,-21.866139,0
10000919,Fifuhjalli,64.107695000000007,-21.860097,0
10000920,Rjupnavegur,64.086819,-21.83374,0
10000922,Horduvallaskoli,64.084613000000004,-21.825444000000001,0
10000923,Horduvallaskoli,64.084677999999997,-21.826077999999999,0
10000925,Rjupnavegur,64.086905000000002,-21.833584999999999,0
10000926,Digranes,64.110981,-21.873669,0
10000927,Engihjalli,64.109807000000004,-21.860417999999999,0
10000928,Hjalli,64.110826000000003,-21.862431000000001,0
10000929,Hlidargardur,64.1077307521777,-21.9012575604432,0
10000930,Graenatunga,64.1082428971891,-21.8949856142625,0
10000931,Hrauntunga,64.1086400526015,-21.8904403899256,0
10000932,Brekkuhjalli,64.1075388010915,-21.8795335956611,0
10000933,Bakkahjalli,64.1073332858159,-21.8740787033099,0
10000936,Engihjalli,64.1097074496591,-21.860406318069,0
10000937,Saebol,64.1147151489743,-21.9035922496775,0
10000938,Huldubraut,64.114436747609,-21.915096355604,0
10000939,Holtagerdi,64.1138108977218,-21.9233745698796,0
10000940,Vesturvor,64.1137321861171,-21.9293682771579,0
10000941,Hafnarbraut,64.1110764334112,-21.9356735893651,0
10000942,Kopavor,64.1092386222099,-21.931263789341,0
10000943,Karsnesskoli,64.1091270432019,-21.9242167724833,0
10000944,Kopavogslaug,64.1090471314352,-21.9172420900144,0
10000945,alfkonuhvarf,64.090773999999996,-21.807935000000001,0
10000946,alfholl,64.111428000000004,-21.872992,0
10000948,Lundur,64.114587,-21.894919999999999,0
10000949,Lundur,64.1148053730673,-21.8950634999233,0
10000950,Vallakor,64.0847611525669,-21.8202757765777,0
10000951,Bodathing,64.082119000000006,-21.817871,0
10000953,Vikurhvarf,64.0927826838478,-21.8094080550478,0
10000954,ogurhvarf,64.096424999999996,-21.805488,0
10000955,ogurhvarf,64.096530000000001,-21.805769999999999,0
10000956,Vikurhvarf,64.093697000000006,-21.808651000000001,0
10000957,Dalathing,64.08076,-21.813769,0
10000961,alfholl,64.1113109279616,-21.8712193283921,0
10000962,Hjalli,64.1111001509471,-21.865524664794,0
10000963,Sunnuhlid,64.1089980214091,-21.9095188983322,0
10000964,Lindakirkja,64.0943230244082,-21.8617431163278,0
10000965,Lindakirkja,64.0944757904809,-21.8616214526045,0
10000966,Salaskoli,64.0896855104562,-21.8549341473963,0
10000967,Salaskoli,64.0898393254196,-21.8547591189958,0
10000968,Rjupnasalir,64.0901261552729,-21.8436348169245,0
10000969,Korsalir,64.0922066046754,-21.8463327277251,0
10000970,Fensalir,64.0939306587926,-21.8531851724621,0
10010802,Hamraborg A,64.1116425433607,-21.908605556863073,0
10020802,Hamraborg B,64.11165829999837,-21.908316860940364,0
10030802,Hamraborg C,64.11092169362851,-21.907946977592374,0
10040802,Hamraborg D,64.1110634961011,-21.907144056628127,0
11000100,Graenamyri,64.146191000000002,-21.977658999999999,0
11000101,Skerjabraut,64.148336,-21.98321,0
11000102,Eidistorg,64.150700999999998,-21.987076999999999,0
11000103,Grottuvollur,64.149749,-21.994053,0
11000104,Bakkavor,64.151323000000005,-22.002625999999999,0
11000105,Midbraut,64.153259000000006,-22.004812000000001,0
11000106,Haedarbraut,64.155473000000001,-22.003511,0
11000107,Hofgardar,64.157640000000001,-22.001297000000001,0
11000108,Vesturstrond,64.157635999999997,-21.992570000000001,0
11000109,Fornastrond,64.154798,-21.986626999999999,0
11000110,Austurstrond,64.152591999999999,-21.985946999999999,0
11000111,Eidistorg,64.150386999999995,-21.9861,0
11000112,Skerjabraut,64.148036000000005,-21.982980999999999,0
11000113,Graenamyri,64.146086999999994,-21.977692000000001,0
11000147,Bardastrond,64.156782000000007,-21.988204,0
13001201,Arnarneshaed,64.099867000000003,-21.916848999999999,0
13001202,Akrar,64.099334999999996,-21.913226000000002,0
13001204,Akrar,64.099529000000004,-21.912901999999999,0
13001206,Sjavargrund,64.091965000000002,-21.929767999999999,0
13001207,Arnarnesvegur,64.098382999999998,-21.903811000000001,0
13001208,Reynilundur,64.085650999999999,-21.909578,0
13001209,Reynilundur,64.085800000000006,-21.909279000000002,0
13001210,Haedarbyggd,64.088234999999997,-21.907285000000002,0
13001211,Budir,64.089626999999993,-21.904301,0
13001212,Haedarbyggd,64.088218999999995,-21.907533000000001,0
13001218,Vidalinskirkja,64.086775000000003,-21.916422000000001,0
13001219,Gardatorg,64.087861209459,-21.92007600127,0
13001222,FG,64.092528000000001,-21.902847000000001,0
13001223,Blomahaed,64.096422000000004,-21.902784,0
13001224,Budir,64.089579999999998,-21.904582999999999,0
13001225,Blomahaed,64.096019999999996,-21.90212,0
13001226,FG,64.092585,-21.903220999999998,0
13001233,Gardahraun,64.077515000000005,-21.929596,0
13001234,Linakur,64.0979809046859,-21.9071613098249,0
13001300,asgardur A,64.089679000000004,-21.929797000000001,0
13001301,Arnaras,64.09075,-21.942955999999999,0
13001302,Birkias,64.088076000000001,-21.940529000000002,0
13001303,Brekkuas,64.086973,-21.942166,0
13001304,Hraunsholtsbraut,64.085690999999997,-21.950247999999998,0
13001305,Herjolfsbraut,64.084713,-21.966145,0
13001306,Gardaholtsvegur,64.089246000000003,-21.982334000000002,0
13001322,Galgahraun,64.084827000000004,-21.958036,0
13001323,Galgahraun,64.084719000000007,-21.957896000000002,0
13001328,Gardaholtsvegur,64.088768999999999,-21.981235000000002,0
13001329,Herjolfsbraut,64.084810000000004,-21.967694999999999,0
13001330,Sjaland,64.091666000000004,-21.942917999999999,0
13001333,Sjaland,64.091819999999998,-21.942955999999999,0
13001334,Gardatorg,64.08765,-21.91995,0
13001335,Vidalinskirkja,64.086336000000003,-21.915693999999998,0
13001336,Sjavargrund,64.092021000000003,-21.929625999999999,0
13001337,Asparlundur,64.084208000000004,-21.904143000000001,0
13001339,Asparlundur,64.084171999999995,-21.902866,0
13001343,Sudurhraun,64.077766999999994,-21.926525999999999,0
13001344,Austurhraun,64.076160999999999,-21.922743000000001,0
13001345,Midhraun,64.076783000000006,-21.918972,0
13001346,Hraun,64.078025999999994,-21.914425999999999,0
13001347,Hraun,64.078046999999998,-21.914549000000001,0
13001348,Midhraun,64.076843999999994,-21.919125999999999,0
13001349,Austurhraun,64.076222000000001,-21.922933,0
13001350,Sudurhraun,64.077831000000003,-21.926386999999998,0
13001351,Hraunsholtsbraut,64.085576000000003,-21.950153,0
13001352,Brekkuas,64.086952999999994,-21.941986,0
13001353,Birkias,64.088123999999993,-21.940318999999999,0
13001354,Arnaras,64.090879000000001,-21.942775000000001,0
13001355,Sjalandsskoli,64.092082,-21.936259,0
13001356,Sjalandsskoli,64.092176,-21.93456,0
13001361,Kauptun,64.074007,-21.914028,0
13001362,Nonhaed,64.096512,-21.894143,0
13001504,asar,64.086284000000006,-21.937747999999999,0
13001506,Hegranes,64.095162999999999,-21.922373,0
13001507,Arnarneshaed,64.099366000000003,-21.914992000000002,0
13001523,Hegranes,64.096185000000006,-21.921987999999999,0
13001525,asar,64.086354999999998,-21.938268999999998,0
13001584,Gardahraun,64.077451999999994,-21.92963,0
13001586,Vifilsstadir,64.082286,-21.890105,0
13001587,Vifilsstadir,64.083042,-21.896583,0
13001588,asgardur B,64.0902770354474,-21.9294653094709,0
13001589,asgardur C,64.0901120054328,-21.9308091387264,0
13001590,Urridaholtsstraeti,64.0735401248068,-21.9028267489091,0
13001591,Urridaholtsskoli,64.0684342822155,-21.8987324297482,0
13001592,Holtsvegur,64.0689895586691,-21.9042058920442,0
13001593,Natturufraedistofnun islands,64.073927608902,-21.907433737127,0
13001594,ithrottahusid Midgardur,64.0862407280822,-21.8880968642223,0
14001500,Fjordur,64.067849,-21.957284,0
14001501,Hellisgerdi,64.072041999999996,-21.954509999999999,0
14001502,Hraunbrun,64.075941,-21.951317,0
14001503,Nordurbaer,64.079736999999994,-21.948809000000001,0
14001504,Sundholl Hafnarfjardar,64.072402,-21.966206,0
14001506,Skjolvangur,64.077295,-21.965835,0
14001512,Hjallabraut,64.078802,-21.954223,0
14001514,Idnskolinn,64.075418,-21.94595,0
14001515,Kaplakriki,64.0766171163806,-21.9376036338494,0
14001520,Laekjarskoli,64.0670160143399,-21.93988787921,0
14001523,Kaldarselsvegur,64.0587240755895,-21.9360584149224,0
14001525,Godatorg,64.057963,-21.949083,0
14001526,Nordurbaer,64.079085000000006,-21.94997,0
14001527,Hraunbrun,64.074785000000006,-21.952546999999999,0
14001528,Hellisgerdi,64.071811999999994,-21.955183000000002,0
14001535,Vidivangur,64.078841999999995,-21.963587,0
14001536,Midvangur,64.079269999999994,-21.958053,0
14001538,Mavahraun,64.074665,-21.942402,0
14001539,alfaskeid,64.071306000000007,-21.941305,0
14001540,Solvangur,64.068838999999997,-21.939605,0
14001541,Flensborg,64.064380999999997,-21.947991999999999,0
14001542,Flensborg,64.064357000000001,-21.948488999999999,0
14001543,St. Josefsspitali,64.062707000000003,-21.953896,0
14001544,Sudurbaejarlaug,64.060473000000002,-21.962541999999999,0
14001545,ishus Hafnarfjardar,64.062054000000003,-21.961625000000002,0
14001546,Vikingathorpid,64.065841000000006,-21.956042,0
14001547,asvallalaug,64.052061,-21.974783,0
14001551,Midvangur,64.079561999999996,-21.958359000000002,0
14001552,Vidivangur,64.079396000000003,-21.962947,0
14001561,Laekjargata,64.067288000000005,-21.947194,0
14001567,Akurholt,64.055659000000006,-21.979984000000002,0
14001568,Baejarholt,64.057010000000005,-21.982707000000001,0
14001580,St. Josefsspitali,64.062611000000004,-21.953707999999999,0
14001583,Solvangur,64.068899999999999,-21.939511,0
14001587,Sudurbaejarlaug,64.060402999999994,-21.962432,0
14001588,Hlidarberg,64.066405,-21.935842,0
14001589,Birkihlid,64.062641999999997,-21.934570000000001,0
14001596,Hlidarberg,64.067181000000005,-21.936015999999999,0
14001597,Laekjargata,64.067353,-21.948527,0
14001600,Vikingathorpid,64.065194000000005,-21.956772999999998,0
14001601,ishus Hafnarfjardar,64.062178000000003,-21.96172,0
14001602,Kirkjuvellir,64.050652999999997,-21.982216999999999,0
14001603,Daggarvellir,64.048204999999996,-21.980834999999999,0
14001604,Hraunvallaskoli,64.045543255643,-21.979178128346,0
14001605,Haukahus,64.053245000000004,-21.971125000000001,0
14001607,asland I,64.056630999999996,-21.957028000000001,0
14001608,asland II,64.055724999999995,-21.945865000000001,0
14001609,asland I,64.056764999999999,-21.956983999999999,0
14001610,astjorn,64.054939000000005,-21.965700999999999,0
14001611,ola Run tun,64.057241000000005,-21.965128,0
14001612,Haukahus,64.053334000000007,-21.971691,0
14001613,Hraunvallaskoli,64.045546000000002,-21.979054999999999,0
14001614,Daggarvellir,64.048361,-21.980808,0
14001615,Kirkjuvellir,64.050623000000002,-21.981940999999999,0
14001616,asvallalaug,64.052789,-21.975244,0
14001617,Kirkjutorg,64.051702,-21.980002,0
14001618,Kirkjutorg,64.051711,-21.979893,0
14001619,asvallalaug,64.05275,-21.974952,0
14001620,ola Run tun,64.057287000000002,-21.965357000000001,0
14001626,Graenakinn,64.066051000000002,-21.944889,0
14001627,alfaskeid,64.071382,-21.941172000000002,0
14001634,Graenakinn,64.066074999999998,-21.944603999999998,0
14001638,Hnodravellir,64.043227999999999,-21.96752,0
14001639,Glitvellir,64.042418999999995,-21.975853999999998,0
14001640,Hvannavellir,64.043017000000006,-21.977810000000002,0
14001641,Flatahraun,64.075742000000005,-21.941716,0
14001646,Flatahraun,64.075714000000005,-21.943929000000001,0
14001647,Hvannavellir,64.043002999999999,-21.977965999999999,0
14001648,Glitvellir,64.042339999999996,-21.97579,0
14001649,Hnodravellir,64.043163000000007,-21.967206000000001,0
14001650,Brekkutrod,64.060387000000006,-21.978211000000002,0
14001653,Brekkutrod,64.060473000000002,-21.978383999999998,0
14001660,Akurvellir,64.049266000000003,-21.983865999999999,0
14001661,Akurvellir,64.049250999999998,-21.983720999999999,0
14001663,Kaplakriki,64.0769446527884,-21.9374269861653,0
14001665,Skjolvangur,64.077027,-21.966447,0
14001666,Sundholl Hafnarfjardar,64.072377,-21.966695,0
14001667,Nordurbakki,64.069827,-21.962006,0
14001668,Nordurbakki,64.069956,-21.96178,0
14001669,Laekjargata,64.067258,-21.948475,0
14001672,Fagrahlid,64.059575,-21.929398,0
14001673,Laekjarskoli,64.066839,-21.9418,0
14001674,asland III,64.05701,-21.932122,0
14001675,asland III,64.056949,-21.932365,0
14001676,Kaldarselsvegur,64.05917,-21.937516,0
14001677,Godatorg,64.057846,-21.948962,0
14001678,Skipalon,64.062015,-21.972,0
14001679,Skipalon,64.062195,-21.972034,0
14001680,alfholt,64.05656,-21.978164,0
14001681,Miklaholt,64.058947,-21.988155,0
14001682,Fagrahlid,64.059652,-21.929459,0
14001684,Birkihlid,64.062704,-21.934502,0
14001685,Setbergsskoli,64.065152,-21.93409,0
14001686,Bataskylin vid Lonsbraut,64.059424,-21.983909,0
14001687,asvallalaug,64.052513,-21.973977,0
14001688,Berghella,64.045553,-21.991903,0
14001689,Steinhella,64.047713,-21.994591,0
14001690,Raudhella,64.047181,-22.000596,0
14001691,Breidhella,64.041552,-22.002734,0
14001692,alfhella,64.037009,-22.006027,0
14001693,Dranghella,64.037932,-21.99454,0
14001694,Einhella,64.04044,-21.992239,0
14001695,Gjahella,64.045661,-22.000308,0
14001696,Hamranes,64.04328543517,-21.957624142137,0
14001697,Skardshlid,64.0436622356166,-21.9567354837356,0
16031307,Eyvindarstadavegur,64.1061277550452,-22.009885198667,0
16031308,Tungata,64.109385000000003,-22.012975000000001,0
16031309,Jorfavegur,64.114947999999998,-22.005856999999999,0
16031310,Tungata,64.109252999999995,-22.012978,0
16031311,Sjavargata,64.109516999999997,-22.018227,0
16031312,Holmatun,64.108250999999996,-22.021435,0
16031313,Myrarkot,64.104416999999998,-22.027197999999999,0
16031314,Klukkuholt,64.102159999999998,-22.026917000000001,0
16031315,Hofdabraut,64.100104999999999,-22.025576000000001,0
16031317,Brekkuland,64.100621000000004,-22.019044999999998,0
16031318,Hofdabraut,64.100226000000006,-22.025542999999999,0
16031319,Brekkuland,64.100561999999996,-22.018891,0
16031320,alftanesskoli,64.102340999999996,-22.017873999999999,0
16031321,Bessastadir,64.102592000000001,-22.009632,0
16031322,Bessastadir,64.1025974321652,-22.0098531589104,0
16031323,Klukkuholt,64.102224000000007,-22.026779999999999,0
16031324,Myrarkot,64.104472999999999,-22.027018999999999,0
16031325,Holmatun,64.108264000000005,-22.021144,0
16031326,Sjavargata,64.109500999999995,-22.017855000000001,0
16031327,Eyvindarstadavegur,64.106082000000001,-22.009841999999999,0
16040604,Skalatun,64.159549999999996,-21.725659,0
16040606,Klapparhlid,64.163149000000004,-21.727951999999998,0
16040607,Bollatangi,64.168510999999995,-21.717552000000001,0
16040608,Brekkutangi,64.169358000000003,-21.714603,0
16040609,alfatangi,64.1700323065465,-21.7081721206792,0
16040610,Skeidholt,64.1696206480061,-21.6996765174318,0
16040611,Varmarskoli,64.169866999999996,-21.692703000000002,0
16040612,Haholt,64.167205999999993,-21.694365999999999,0
16040613,Krikaskoli,64.163313000000002,-21.687657999999999,0
16040614,Daelustodvarvegur,64.158347000000006,-21.670779,0
16040615,Reykjabyggd,64.155737999999999,-21.663995,0
16040616,Lagafellsskoli,64.165884,-21.725818,0
16040617,Reykjavegur,64.153855,-21.65753,0
16040618,Daelustodvarvegur,64.158349000000001,-21.670577000000002,0
16040619,Haholt,64.167237,-21.693797,0
16040620,FMOS,64.16593,-21.702089,0
16040621,Reykjabyggd,64.155782117462707,-21.6639075700859,0
16040622,Krikaskoli,64.164058999999995,-21.689208000000001,0
16040624,Baejaras,64.171424000000002,-21.677768,0
16040625,Lagafell,64.1607780403207,-21.7195195069781,0
16040626,Lagafell,64.1610835548314,-21.7197697163752,0
16040634,Varmarskoli,64.169967999999997,-21.692647000000001,0
16040635,Skeidholt,64.1696530641305,-21.6998814075743,0
16040636,alfatangi,64.170265999999998,-21.708993,0
16040637,Brekkutangi,64.169377999999995,-21.715147000000002,0
16040638,Bollatangi,64.168441999999999,-21.717853000000002,0
16040639,Lagafellsskoli,64.166032000000001,-21.725909999999999,0
16040641,Skalatun,64.159295999999998,-21.725839000000001,0
16040649,Klapparhlid,64.162987000000001,-21.728159000000002,0
16040650,Voluteigur,64.160713999999999,-21.68113,0
16040651,Voluteigur,64.161111000000005,-21.681836000000001,0
16040652,Baejaras,64.170692000000003,-21.679203999999999,0
16040653,Leirvogstunga,64.183772,-21.682118,0
16040655,Reykjalundur,64.162784000000002,-21.663820000000001,0
16040656,Tjaldanes,64.180301,-21.635617,0
16040657,Mosfell,64.180536000000004,-21.619703999999999,0
16040658,Rodamoi,64.180738000000005,-21.606306,0
16040659,Laxnes,64.180336999999994,-21.590415,0
16040660,Rodamoi,64.18083,-21.606563999999999,0
16040661,Mosfell,64.180615000000003,-21.619986999999998,0
16040662,Tjaldanes,64.18039,-21.635743,0
16040663,alafoss,64.1674549312659,-21.6825120604026,0
16040666,Helgafellsskoli,64.1673578872702,-21.664741757037,0
16040667,Vefarastraeti,64.1689672717032,-21.6714987268818,0
16040668,alafoss,64.1675276419087,-21.6820541257391,0
16040669,FMOS,64.1656954722233,-21.7034970207252,0
16049670,Laxatunga,64.1816750307885,-21.6919785651855,0
16049671,Tungubakkar,64.1845172585536,-21.694540913184,0
16049672,Laxatunga,64.1815937735662,-21.6925666485543,0
16049673,Bjarkarholt,64.1661665888489,-21.6966621476578,0
16049674,Hlegardur,64.1678556347102,-21.692131527505,0
16049675,Leirvogstunga,64.183996,-21.680333,0
20000003,Fitjar,63.973625,-22.54305,0
20000006,Fitjar,63.973935,-22.543178,0
20000007,Midstod,63.993969,-22.551521,0
20000008,Hringbraut / Nordurtun,64.000792,-22.559937,0
20000010,Nesvellir,63.991154,-22.549142,0
20000011,Bolafotur,63.985702,-22.549317,0
20000012,Steinas,63.987306,-22.549081,0
20000013,Njardvikurtorg,63.988328,-22.548869,0
20000014,Stekkjarkot,63.972134,-22.530116,0
20000015,Stekkjarkot,63.971988,-22.530065,0
20000016,Steinas,63.977047,-22.547051,0
20000017,Bolafotur,63.985411,-22.549051,0
20000018,Njardvikurtorg,63.987696,-22.548561,0
20000020,Fjolbrautaskoli Sudurnesja / FS,63.996435,-22.562531,0
20000021,Holtaskoli,63.99847,-22.562761,0
20000022,Hringbraut / Nordurtun,64.00089,-22.559641,0
20000024,Tjarnarhverfi,63.969848,-22.513746,0
20000025,Tjarnarhverfi,63.968518,-22.514284,0
20000026,Kirkjuvogur,63.934303,-22.687508,0
20000027,Landnamsbaerinn,63.935349,-22.685721,0
20000028,Djupivogur,63.933274,-22.682975,0
20000029,Seljavogur,63.933638,-22.680521,0
20000033,Eldey,63.967085,-22.581452,0
20000034,Fjorheimar,63.973134,-22.580261,0
20000036,alsvellir,64.00289,-22.57961,0
20000041,Keilir,63.969351,-22.570984,0
20000042,Keilisbraut,63.97147,-22.575254,0
20000045,Bogabraut,63.972781,-22.56637,0
20000047,Graenasbraut,63.975469,-22.565975,0
20000049,Skogartorg,63.971999,-22.558921,0
20000051,Graenas,63.981577,-22.557891,0
20000053,olafslundur,63.990053,-22.554063,0
20000057,Hjallavegur (Reykjanesbaer),63.989424,-22.550978,0
20000058,Krossmoi,63.993639,-22.549056,0
20000059,Reykjavikurtorg,63.99498,-22.550085,0
20000060,Vatnsholt,64.000254,-22.576353,0
20000061,Baldursgardur,64.002165,-22.570368,0
20000063,Heidarsel,64.009702,-22.575426,0
20000064,Heidarendi,64.010964,-22.575363,0
20000067,Adalgata,64.003242,-22.564256,0
20000069,Vesturgata,64.005994,-22.564646,0
20000072,Myllubakkaskoli,64.001117,-22.556697,0
20000073,Hornbjarg,64.002764,-22.558661,0
20000087,Stekkjargata,63.973027,-22.522569,0
20000090,Akurskoli,63.974372,-22.512978,0
20000092,Spoatjorn,63.97499,-22.505276,0
20000094,Hafdalur,63.974385,-22.50035,0
20000095,Unnardalur,63.972477,-22.495793,0
20000096,Aspardalur,63.97101,-22.490074,0
20000098,Keilir,63.96946,-22.571307,0
20000099,Graenas,63.981447,-22.558577,0
20000100,Heidargardur,64.004759,-22.57717,0
20000101,Heidarskoli,64.006563,-22.575019,0
20000110,KEF - Airport,63.9970686450498,-22.628119,0
20000118,Akurskoli,63.974507,-22.512817,0
20000128,Bogabraut,63.9722,-22.565779,0
20000132,Hringbraut / Melteigur,64.005568,-22.565461,0
20000133,Hringbraut / Knattspyrnuvollur,63.998337744079898,-22.5565331531079,0
20000134,Hringbraut / Knattspyrnuvollur,63.998371222834898,-22.5564066411808,0
20000135,Hringbraut / Melteigur,64.006591,-22.565913,0
20000201,Geirdalur,63.971422,-22.481774,0
20000204,Spoatjorn,63.975008,-22.506048,0
20000247,Hafdalur,63.974637,-22.500403,0
20000248,Stekkjargata,63.973284,-22.521812,0
20000250,Reykjanesholl,63.994958,-22.555162,0
20000251,Skolavegur,63.995951,-22.567352,0
20000252,Kirkjuvegur,64.004656,-22.560814,0
20000253,Holtaskoli,63.998574,-22.563158,0
20000254,Skolavegur,63.99602,-22.568029,0
20000255,Reykjanesholl,63.994811,-22.555116,0
20000256,Steinas,63.977175,-22.547549,0
20000258,Skogarbraut,63.972223,-22.552513,0
20000259,Haaleitisbraut,63.968071,-22.591481,0
20000260,Flugbraut,63.972241,-22.588432,0
20000261,Midstod,63.993969,-22.551521,0
20000262,Unnardalur,63.9726,-22.4957,0
20000609,Aspardalur,63.971153,-22.490191,0
23000001,Grindavik - Adalbraut,63.843765,-22.435763,0
23000002,Logreglustodin Grindavik,63.839459090783301,-22.437825607729099,0
25030001,ithrottamidstodin Sandgerdi,64.033948,-22.700544,0
25030002,Vardan,64.038352,-22.704308,0
25030003,thekkingarsetur Sudurnesja,64.041085322698095,-22.712208956330599,0
25040002,Posthusid Gardi / Gardur,64.069799,-22.651014,0
25040005,Nyjaland,64.075932,-22.668548,0
25040006,Gardvangur,64.0720646878747,-22.657318767610899,0
25040007,Gardvangur,64.072152900000006,-22.657284409999999,0
25040008,Vellir,64.064251040064306,-22.639801909407701,0
25040009,Vellir,64.064288069085194,-22.639762033330999,0
25060001,Grindavikurafleggjari,63.96244,-22.42051,0
25060002,Vogaafleggjari,63.975115,-22.359635,0
25060003,Sveitarfelagid Vogar,63.982788,-22.379973,0
25060005,Vogaafleggjari,63.973609299640799,-22.357684341092298,0
30001807,Gardabraut,64.319620999999998,-22.063735999999999,0
30001808,Baejarskrifstofan,64.320346999999998,-22.069842000000001,0
30001809,Kirkjubraut / Stillholt,64.321487000000005,-22.075413000000001,0
30001810,Akratorg,64.31702,-22.083791,0
30001811,Kirkjubraut / Stillholt,64.321423999999993,-22.074950999999999,0
30001812,Baejarskrifstofan,64.320495,-22.070502,0
30001813,Gardabraut,64.319542999999996,-22.063942999999998,0
30001822,thjodbraut,64.326607442924,-22.0547478363332,0
30001823,Innnesvegur,64.319884999999999,-22.059070999999999,0
30001824,Innnesvegur,64.320121999999998,-22.059034,0
30001825,thjodbraut,64.3266320953141,-22.0541501240127,0
30001827,Bresaflot,64.322727,-22.057072000000002,0
30001828,Bresaflot,64.322708000000006,-22.056719999999999,0
