route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
ST.17,20220814_MTWTF--_8,514067,Hlemmur,,1,4412_16-C,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514068,Hlemmur,,1,4410_16-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514069,Hlemmur,,1,4416_17-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514070,Hlemmur,,1,4414_17-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514071,Hlemmur,,1,4412_16-C,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514072,Hlemmur,,1,4411_16-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514073,Hlemmur,,1,4410_16-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514074,Hlemmur,,1,4416_17-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514075,Hlemmur,,1,4414_17-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514076,Hlemmur,,1,4412_16-C,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514077,Hlemmur,,1,4411_16-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514078,Hlemmur,,1,4410_16-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514079,Hlemmur,,1,4416_17-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514080,Hlemmur,,1,4414_17-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514091,Hlemmur,,1,4412_16-C,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514092,Hlemmur,,1,4411_16-B,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514093,Hlemmur,,1,4410_16-A,17_f17_1005361_2_51
ST.17,20220814_MTWTF--_8,514094,Hlemmur,,1,4416_17-B,17_f17_1005361_2_51
